result_path,experiment_name,experiment_timestamp,model,dataset_type,dataset_name,method_type,method_name,seed,thinking,constrained,structured,soft_precision,soft_recall,soft_f1,hard_precision,hard_recall,hard_f1,total_entries,avg_completion_tokens,total_completion_tokens,soft_overlap,soft_predicted,soft_gold,hard_overlap,hard_predicted,hard_gold,error_empty_response,error_format_error,error_span_not_found,error_partial_span_not_found,error_invalid_label,error_partial_invalid_label,error_empty_prediction,error_success,error_format_max_tokens_exceeded,error_format_unescaped_quotes,error_empty_label,error_partial_empty_label,error_quotations_in_spans,error_partial_quotations_in_spans
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-zh-literary_43_20260413_134855_results.json,gemma_4_31b_vanilla,2026-04-13 13:48:55,google/gemma-4-31B-it,wmt,wmt-en-zh-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.2553,0.1644,0.2,0.1489,0.0959,0.1167,17,40.588235294117645,690,24,94,146,14,94,146,0,0,0,0,0,0,9,8,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-literary_46_20260413_134842_results.json,gemma_4_31b_vanilla,2026-04-13 13:48:42,google/gemma-4-31B-it,wmt,wmt-en-uk-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.4259,0.3041,0.3548,0.2522,0.1801,0.2101,37,59.24324324324324,2192,336,789,1105,199,789,1105,0,0,0,0,0,0,15,22,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-literary_45_20260413_134829_results.json,gemma_4_31b_vanilla,2026-04-13 13:48:29,google/gemma-4-31B-it,wmt,wmt-en-uk-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.3835,0.3068,0.3409,0.2342,0.1873,0.2081,37,70.78378378378379,2619,339,884,1105,207,884,1105,0,0,0,0,0,0,14,23,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-literary_44_20260413_134817_results.json,gemma_4_31b_vanilla,2026-04-13 13:48:17,google/gemma-4-31B-it,wmt,wmt-en-uk-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.4048,0.3059,0.3485,0.2383,0.1801,0.2052,37,59.32432432432432,2195,338,835,1105,199,835,1105,0,0,0,0,0,0,17,20,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-literary_43_20260413_134802_results.json,gemma_4_31b_vanilla,2026-04-13 13:48:02,google/gemma-4-31B-it,wmt,wmt-en-uk-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.4157,0.3167,0.3595,0.2696,0.2054,0.2332,37,67.1891891891892,2486,350,842,1105,227,842,1105,0,0,0,0,0,0,16,21,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_uner_pt_pud_45_20260413_134757_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:57,google/gemma-4-31B-it,ner,uner_pt_pud,json_occurrence,json_occurrence,45,False,False,False,0.9149,0.9802,0.9464,0.8872,0.9505,0.9178,592,48.65878378378378,28806,9906,10827,10106,9606,10827,10106,0,0,0,0,0,0,8,584,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-literary_46_20260413_134751_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:51,google/gemma-4-31B-it,wmt,wmt-en-ru-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.4711,0.1638,0.2431,0.2145,0.0746,0.1107,50,41.7,2085,358,760,2185,163,760,2185,0,0,0,1,0,0,24,25,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-literary_45_20260413_134737_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:37,google/gemma-4-31B-it,wmt,wmt-en-ru-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.4548,0.1588,0.2354,0.1979,0.0691,0.1024,50,47.2,2360,347,763,2185,151,763,2185,0,0,0,0,0,0,21,29,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-literary_44_20260413_134727_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:27,google/gemma-4-31B-it,wmt,wmt-en-ru-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.4581,0.1551,0.2318,0.1892,0.0641,0.0957,50,36.96,1848,339,740,2185,140,740,2185,0,0,0,0,0,0,26,24,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-literary_43_20260413_134713_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:13,google/gemma-4-31B-it,wmt,wmt-en-ru-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.4585,0.162,0.2394,0.1995,0.0705,0.1042,50,44.78,2239,354,772,2185,154,772,2185,0,0,0,1,0,0,22,27,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-literary_46_20260413_134708_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:08,google/gemma-4-31B-it,wmt,wmt-en-ja-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.1733,0.4333,0.2476,0.02,0.05,0.0286,16,41.125,658,26,150,60,3,150,60,0,0,0,0,0,0,7,9,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-literary_45_20260413_134702_results.json,gemma_4_31b_vanilla,2026-04-13 13:47:02,google/gemma-4-31B-it,wmt,wmt-en-ja-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.1863,0.5,0.2715,0.0311,0.0833,0.0452,16,48.5,776,30,161,60,5,161,60,0,0,0,0,0,0,5,11,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-literary_44_20260413_134658_results.json,gemma_4_31b_vanilla,2026-04-13 13:46:58,google/gemma-4-31B-it,wmt,wmt-en-ja-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.1678,0.4,0.2365,0.021,0.05,0.0296,16,34.25,548,24,143,60,3,143,60,0,0,0,0,0,0,8,8,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-literary_43_20260413_134652_results.json,gemma_4_31b_vanilla,2026-04-13 13:46:52,google/gemma-4-31B-it,wmt,wmt-en-ja-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.1605,0.4333,0.2342,0.0309,0.0833,0.045,16,46.5625,745,26,162,60,5,162,60,0,0,0,0,0,0,6,10,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-literary_46_20260413_134626_results.json,gemma_4_31b_vanilla,2026-04-13 13:46:26,google/gemma-4-31B-it,wmt,wmt-en-is-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.5829,0.3536,0.4402,0.1841,0.1117,0.139,73,69.67123287671232,5086,1371,2352,3877,433,2352,3877,0,0,0,0,0,0,24,49,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-literary_45_20260413_134548_results.json,gemma_4_31b_vanilla,2026-04-13 13:45:48,google/gemma-4-31B-it,wmt,wmt-en-is-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.5462,0.3678,0.4396,0.1616,0.1088,0.1301,73,93.63013698630137,6835,1426,2611,3877,422,2611,3877,0,0,0,0,0,0,14,59,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-literary_44_20260413_134524_results.json,gemma_4_31b_vanilla,2026-04-13 13:45:24,google/gemma-4-31B-it,wmt,wmt-en-is-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.5956,0.3327,0.4269,0.1916,0.107,0.1373,73,66.17808219178082,4831,1290,2166,3877,415,2166,3877,0,0,0,0,0,0,32,41,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-literary_43_20260413_134449_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:49,google/gemma-4-31B-it,wmt,wmt-en-is-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.5611,0.3588,0.4377,0.1718,0.1099,0.134,73,89.94520547945206,6566,1391,2479,3877,426,2479,3877,0,0,0,0,0,0,20,53,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-literary_46_20260413_134441_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:41,google/gemma-4-31B-it,wmt,wmt-en-hi-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.1695,0.4118,0.2402,0.0456,0.1107,0.0646,24,54.625,1311,119,702,289,32,702,289,0,0,0,0,0,0,5,19,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-literary_45_20260413_134433_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:33,google/gemma-4-31B-it,wmt,wmt-en-hi-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.2245,0.4567,0.301,0.0527,0.1073,0.0707,24,59.75,1434,132,588,289,31,588,289,0,0,0,0,0,0,5,19,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-literary_44_20260413_134426_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:26,google/gemma-4-31B-it,wmt,wmt-en-hi-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.18,0.4118,0.2505,0.0469,0.1073,0.0653,24,48.25,1158,119,661,289,31,661,289,0,0,0,0,0,0,5,19,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-literary_43_20260413_134417_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:17,google/gemma-4-31B-it,wmt,wmt-en-hi-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.215,0.4775,0.2965,0.0498,0.1107,0.0687,24,59.041666666666664,1417,138,642,289,32,642,289,0,0,0,0,0,0,5,19,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-es-literary_46_20260413_134411_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:11,google/gemma-4-31B-it,wmt,wmt-en-es-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.3321,0.1958,0.2464,0.025,0.0147,0.0185,22,36.95454545454545,813,93,280,475,7,280,475,0,0,0,0,0,0,8,14,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-es-literary_45_20260413_134405_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:05,google/gemma-4-31B-it,wmt,wmt-en-es-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.3401,0.2126,0.2617,0.0236,0.0147,0.0181,22,45.54545454545455,1002,101,297,475,7,297,475,0,0,0,0,0,0,8,14,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-es-literary_44_20260413_134401_results.json,gemma_4_31b_vanilla,2026-04-13 13:44:01,google/gemma-4-31B-it,wmt,wmt-en-es-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.3432,0.1958,0.2493,0.0258,0.0147,0.0188,22,32.59090909090909,717,93,271,475,7,271,475,0,0,0,0,0,0,8,14,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-es-literary_43_20260413_134355_results.json,gemma_4_31b_vanilla,2026-04-13 13:43:55,google/gemma-4-31B-it,wmt,wmt-en-es-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.3229,0.1958,0.2438,0.0243,0.0147,0.0183,22,46.77272727272727,1029,93,288,475,7,288,475,0,0,0,0,0,0,8,14,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_uner_pt_pud_44_20260413_134351_results.json,gemma_4_31b_vanilla,2026-04-13 13:43:51,google/gemma-4-31B-it,ner,uner_pt_pud,json_occurrence,json_occurrence,44,False,False,False,0.9185,0.9775,0.9471,0.8903,0.9475,0.918,592,48.66216216216216,28808,9879,10755,10106,9575,10755,10106,0,0,1,0,0,0,9,582,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-cs-literary_46_20260413_134336_results.json,gemma_4_31b_vanilla,2026-04-13 13:43:36,google/gemma-4-31B-it,wmt,wmt-en-cs-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.2381,0.3059,0.2678,0.1233,0.1583,0.1386,61,62.24590163934426,3797,427,1793,1396,221,1793,1396,0,0,0,0,0,0,18,43,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-cs-literary_45_20260413_134313_results.json,gemma_4_31b_vanilla,2026-04-13 13:43:13,google/gemma-4-31B-it,wmt,wmt-en-cs-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.2479,0.3116,0.2761,0.1179,0.1483,0.1314,61,77.8688524590164,4750,435,1755,1396,207,1755,1396,0,0,0,0,0,0,18,43,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-cs-literary_44_20260413_134253_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:53,google/gemma-4-31B-it,wmt,wmt-en-cs-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.2445,0.313,0.2746,0.1237,0.1583,0.1389,61,62.721311475409834,3826,437,1787,1396,221,1787,1396,0,0,0,0,0,0,20,41,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-cs-literary_43_20260413_134230_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:30,google/gemma-4-31B-it,wmt,wmt-en-cs-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.2579,0.3223,0.2865,0.1301,0.1626,0.1445,61,75.77049180327869,4622,450,1745,1396,227,1745,1396,0,0,0,0,0,0,18,43,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-zh-news_46_20260413_134225_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:25,google/gemma-4-31B-it,wmt,wmt-en-zh-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.3533,0.2235,0.2738,0.0539,0.0341,0.0418,12,37.666666666666664,452,59,167,264,9,167,264,0,0,0,0,0,0,5,7,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-zh-news_45_20260413_134220_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:20,google/gemma-4-31B-it,wmt,wmt-en-zh-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.3656,0.2576,0.3022,0.0484,0.0341,0.04,12,48.833333333333336,586,68,186,264,9,186,264,0,0,0,0,0,0,5,7,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-zh-news_44_20260413_134216_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:16,google/gemma-4-31B-it,wmt,wmt-en-zh-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.3163,0.2348,0.2696,0.0459,0.0341,0.0391,12,32.25,387,62,196,264,9,196,264,0,0,0,0,0,0,7,5,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-zh-news_43_20260413_134211_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:11,google/gemma-4-31B-it,wmt,wmt-en-zh-news,json_occurrence,json_occurrence_structured,43,False,False,True,0.3417,0.2576,0.2937,0.0553,0.0417,0.0475,12,47.75,573,68,199,264,11,199,264,0,0,0,0,0,0,6,6,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-news_46_20260413_134200_results.json,gemma_4_31b_vanilla,2026-04-13 13:42:00,google/gemma-4-31B-it,wmt,wmt-en-uk-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.1722,0.2119,0.19,0.062,0.0763,0.0684,29,42.275862068965516,1226,125,726,590,45,726,590,0,0,0,0,0,0,14,15,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-news_45_20260413_134153_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:53,google/gemma-4-31B-it,wmt,wmt-en-uk-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.1739,0.2119,0.191,0.0779,0.0949,0.0856,29,49.0,1421,125,719,590,56,719,590,0,0,0,0,0,0,14,15,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-news_44_20260413_134145_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:45,google/gemma-4-31B-it,wmt,wmt-en-uk-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.162,0.1763,0.1688,0.0498,0.0542,0.0519,29,32.86206896551724,953,104,642,590,32,642,590,0,0,0,0,0,0,18,11,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-uk-news_43_20260413_134137_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:37,google/gemma-4-31B-it,wmt,wmt-en-uk-news,json_occurrence,json_occurrence_structured,43,False,False,True,0.186,0.2119,0.1981,0.067,0.0763,0.0713,29,44.3448275862069,1286,125,672,590,45,672,590,0,0,0,0,0,0,16,13,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-news_46_20260413_134127_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:27,google/gemma-4-31B-it,wmt,wmt-en-ru-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.3529,0.1795,0.238,0.2356,0.1199,0.1589,63,27.476190476190474,1731,349,989,1944,233,989,1944,0,0,0,1,0,0,31,31,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-news_45_20260413_134115_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:15,google/gemma-4-31B-it,wmt,wmt-en-ru-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.3548,0.215,0.2678,0.2046,0.124,0.1544,63,38.63492063492063,2434,418,1178,1944,241,1178,1944,0,0,0,0,0,0,26,37,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-news_44_20260413_134106_results.json,gemma_4_31b_vanilla,2026-04-13 13:41:06,google/gemma-4-31B-it,wmt,wmt-en-ru-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.3214,0.1759,0.2274,0.1729,0.0947,0.1223,63,27.317460317460316,1721,342,1064,1944,184,1064,1944,0,1,0,0,0,0,32,30,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ru-news_43_20260413_134054_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:54,google/gemma-4-31B-it,wmt,wmt-en-ru-news,json_occurrence,json_occurrence_structured,43,False,False,True,0.3451,0.1862,0.2419,0.1878,0.1013,0.1316,63,34.76190476190476,2190,362,1049,1944,197,1049,1944,0,0,0,0,0,0,29,34,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-news_46_20260413_134049_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:49,google/gemma-4-31B-it,wmt,wmt-en-ja-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.309,0.5,0.382,0.2961,0.4792,0.366,12,41.0,492,72,233,144,69,233,144,0,0,0,0,0,0,6,6,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-news_45_20260413_134044_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:44,google/gemma-4-31B-it,wmt,wmt-en-ja-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.2951,0.5,0.3711,0.2828,0.4792,0.3557,12,44.583333333333336,535,72,244,144,69,244,144,0,0,0,0,0,0,5,7,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-news_44_20260413_134040_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:40,google/gemma-4-31B-it,wmt,wmt-en-ja-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.3172,0.5,0.3881,0.304,0.4792,0.372,12,36.583333333333336,439,72,227,144,69,227,144,0,0,0,0,0,0,6,6,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-ja-news_43_20260413_134034_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:34,google/gemma-4-31B-it,wmt,wmt-en-ja-news,json_occurrence,json_occurrence_structured,43,False,False,True,0.2892,0.5,0.3664,0.2771,0.4792,0.3511,12,44.916666666666664,539,72,249,144,69,249,144,0,0,0,0,0,0,5,7,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-news_46_20260413_134007_results.json,gemma_4_31b_vanilla,2026-04-13 13:40:07,google/gemma-4-31B-it,wmt,wmt-en-is-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.6347,0.2475,0.3562,0.2044,0.0797,0.1147,77,59.285714285714285,4565,1385,2182,5595,446,2182,5595,0,0,0,0,0,0,26,51,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_uner_pt_pud_43_20260413_133942_results.json,gemma_4_31b_vanilla,2026-04-13 13:39:42,google/gemma-4-31B-it,ner,uner_pt_pud,json_occurrence,json_occurrence,43,False,False,False,0.9164,0.978,0.9462,0.8881,0.9479,0.917,592,48.64695945945946,28799,9884,10786,10106,9579,10786,10106,0,0,1,0,0,0,8,583,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-news_45_20260413_133938_results.json,gemma_4_31b_vanilla,2026-04-13 13:39:38,google/gemma-4-31B-it,wmt,wmt-en-is-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.5987,0.245,0.3477,0.1895,0.0776,0.1101,77,71.75324675324676,5525,1371,2290,5595,434,2290,5595,0,0,0,0,0,0,22,55,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-news_44_20260413_133914_results.json,gemma_4_31b_vanilla,2026-04-13 13:39:14,google/gemma-4-31B-it,wmt,wmt-en-is-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.666,0.2291,0.341,0.2,0.0688,0.1024,77,55.05194805194805,4239,1282,1925,5595,385,1925,5595,0,0,0,1,0,0,30,46,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-is-news_43_20260413_133843_results.json,gemma_4_31b_vanilla,2026-04-13 13:38:43,google/gemma-4-31B-it,wmt,wmt-en-is-news,json_occurrence,json_occurrence_structured,43,False,False,True,0.5792,0.2209,0.3198,0.1818,0.0693,0.1004,77,66.46753246753246,5118,1236,2134,5595,388,2134,5595,0,0,1,0,0,0,24,52,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-news_46_20260413_133836_results.json,gemma_4_31b_vanilla,2026-04-13 13:38:36,google/gemma-4-31B-it,wmt,wmt-en-hi-news,json_occurrence,json_occurrence_structured,46,False,False,True,0.1772,0.2709,0.2143,0.0346,0.0529,0.0418,23,43.73913043478261,1006,123,694,454,24,694,454,0,0,0,0,0,0,11,12,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-news_45_20260413_133829_results.json,gemma_4_31b_vanilla,2026-04-13 13:38:29,google/gemma-4-31B-it,wmt,wmt-en-hi-news,json_occurrence,json_occurrence_structured,45,False,False,True,0.1325,0.2643,0.1765,0.0265,0.0529,0.0353,23,55.69565217391305,1281,120,906,454,24,906,454,0,0,0,0,0,0,11,12,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_json_occurrence_structured_wmt-en-hi-news_44_20260413_133823_results.json,gemma_4_31b_vanilla,2026-04-13 13:38:23,google/gemma-4-31B-it,wmt,wmt-en-hi-news,json_occurrence,json_occurrence_structured,44,False,False,True,0.2067,0.2577,0.2294,0.0371,0.0463,0.0412,23,35.04347826086956,806,117,566,454,21,566,454,0,0,0,0,0,0,13,10,0,0,0,0,0,0
